ensembl_gene_id	hgnc_symbol	gene_biotype	chromosome_name	start_position	end_position	strand	external_gene_name	source	final_gene_name
ENSG00000308975		lncRNA	8	112133512	112134407	1		havana_tagene	NO_NAME_17029
ENSG00000222146	RNU4-37P	snRNA	8	112148742	112148825	-1	RNU4-37P	ensembl	RNU4-37P
ENSG00000294306		lncRNA	8	112196046	112202254	1		havana_tagene	NO_NAME_16255
ENSG00000164796	CSMD3	protein_coding	8	112222928	113436939	-1	CSMD3	ensembl_havana	CSMD3
ENSG00000286946		lncRNA	8	112446575	112457993	1		havana_tagene	NO_NAME_15825
ENSG00000230169	RPL30P16	processed_pseudogene	8	112538889	112539317	1	RPL30P16	havana	RPL30P16
ENSG00000238399	MIR2053	miRNA	8	112643493	112643583	1	MIR2053	mirbase	MIR2053
ENSG00000299572		lncRNA	8	112699109	112699828	1		havana_tagene	NO_NAME_16535
ENSG00000227514		transcribed_processed_pseudogene	8	113376669	113377227	1		havana	NO_NAME_17150
ENSG00000295875		lncRNA	8	113376706	113379714	1		havana_tagene	NO_NAME_17151
ENSG00000287819		lncRNA	8	113432220	113433130	1		havana_tagene	NO_NAME_16323
ENSG00000286937		lncRNA	8	113438135	113493305	1		havana_tagene	NO_NAME_16380
ENSG00000253207		lncRNA	8	113600310	113616958	1		havana	NO_NAME_15778
ENSG00000304699		lncRNA	8	113685312	113690560	1		havana_tagene	NO_NAME_16794
ENSG00000206719		misc_RNA	8	113950886	113950998	1	Y_RNA	ensembl	NO_NAME_15848
ENSG00000300059		lncRNA	8	114005819	114063826	1		havana_tagene	NO_NAME_16560
ENSG00000299025		lncRNA	8	114074185	114113684	-1		havana_tagene	NO_NAME_16515
ENSG00000299050		lncRNA	8	114113607	114114727	1		havana_tagene	NO_NAME_16517
ENSG00000304258		lncRNA	8	114239518	114242018	1		havana_tagene	NO_NAME_16776
ENSG00000301205		lncRNA	8	114247273	114285484	-1		havana_tagene	NO_NAME_16618
ENSG00000254339		lncRNA	8	114281894	114321122	1		havana	NO_NAME_16616
ENSG00000301177		lncRNA	8	114302731	114504532	-1		havana_tagene	NO_NAME_17149
ENSG00000253499		transcribed_processed_pseudogene	8	114318400	114318911	-1		havana	NO_NAME_17148
ENSG00000307756		lncRNA	8	114572590	114591788	1		havana_tagene	NO_NAME_16953
ENSG00000302453		lncRNA	8	114636902	114674026	1		havana_tagene	NO_NAME_16687
ENSG00000253756	CARS1P2	processed_pseudogene	8	114791653	114791929	-1	CARS1P2	havana	CARS1P2
ENSG00000302402		lncRNA	8	114934535	114970610	-1		havana_tagene	NO_NAME_16681
ENSG00000303006		lncRNA	8	114986634	114998544	1		havana_tagene	NO_NAME_16712
ENSG00000297548		lncRNA	8	115212599	115391244	1		havana_tagene	NO_NAME_16437
ENSG00000297588		lncRNA	8	115329130	115330169	-1		havana_tagene	NO_NAME_16440
ENSG00000297570		lncRNA	8	115362665	115371023	-1		havana_tagene	NO_NAME_16439
ENSG00000104447	TRPS1	protein_coding	8	115408496	115809673	-1	TRPS1	ensembl_havana	TRPS1
ENSG00000227170	TRPS1-AS1	lncRNA	8	115509602	115511325	1	TRPS1-AS1	havana	TRPS1-AS1
ENSG00000304557		lncRNA	8	115869091	115884274	1		havana_tagene	NO_NAME_16790
ENSG00000299498		lncRNA	8	115930311	115994011	1		havana_tagene	NO_NAME_16531
ENSG00000249917	LINC00536	lncRNA	8	115950511	116451731	-1	LINC00536	havana	LINC00536
ENSG00000199450	RNA5SP276	rRNA_pseudogene	8	116022686	116022779	-1	RNA5SP276	ensembl	RNA5SP276
ENSG00000287826		lncRNA	8	116289622	116298954	1		havana_tagene	NO_NAME_17008
ENSG00000253672		lncRNA	8	116402543	116403757	-1		havana	NO_NAME_15802
ENSG00000305535		lncRNA	8	116453739	116454368	-1		havana_tagene	NO_NAME_16849
ENSG00000305519		lncRNA	8	116454113	116468462	1		havana_tagene	NO_NAME_16848
ENSG00000303874		lncRNA	8	116531836	116532393	1		havana_tagene	NO_NAME_16752
ENSG00000304777		lncRNA	8	116604207	116615304	1		havana_tagene	NO_NAME_16798
ENSG00000147677	EIF3H	protein_coding	8	116642130	116766925	-1	EIF3H	ensembl_havana	EIF3H
ENSG00000289382		lncRNA	8	116651979	116654643	1		havana_tagene	NO_NAME_16508
ENSG00000298999		lncRNA	8	116755935	116756665	1		havana_tagene	NO_NAME_16510
ENSG00000147679	UTP23	protein_coding	8	116766505	116849463	1	UTP23	ensembl_havana	UTP23
ENSG00000164754	RAD21	protein_coding	8	116845934	116874849	-1	RAD21	ensembl_havana	RAD21
ENSG00000253327	RAD21-AS1	lncRNA	8	116874424	116876868	1	RAD21-AS1	havana	RAD21-AS1
ENSG00000283956	MIR3610	miRNA	8	116874728	116874800	-1	MIR3610	mirbase	MIR3610
ENSG00000300083		lncRNA	8	116935657	116938445	-1		havana_tagene	NO_NAME_16561
ENSG00000205002	AARD	protein_coding	8	116938207	116944487	1	AARD	ensembl_havana	AARD
ENSG00000300101		lncRNA	8	116945784	116948062	-1		havana_tagene	NO_NAME_16562
ENSG00000300123		lncRNA	8	116948715	116949259	-1		havana_tagene	NO_NAME_16563
ENSG00000164756	SLC30A8	protein_coding	8	116950273	117176714	1	SLC30A8	ensembl_havana	SLC30A8
ENSG00000244033	RN7SL228P	misc_RNA	8	117017946	117018248	1	RN7SL228P	ensembl	RN7SL228P
ENSG00000253271		processed_pseudogene	8	117055818	117056145	1		havana	NO_NAME_15743
ENSG00000253622		lncRNA	8	117128455	117130299	1		havana	NO_NAME_15765
ENSG00000240151	RN7SL826P	misc_RNA	8	117163968	117164255	1	RN7SL826P	ensembl	RN7SL826P
ENSG00000286308		lncRNA	8	117265217	117318864	1		havana_tagene	NO_NAME_16479
ENSG00000298312		lncRNA	8	117303853	117306832	-1		havana_tagene	NO_NAME_16480
ENSG00000252852		snoRNA	8	117313528	117313661	1		ensembl	NO_NAME_15852
ENSG00000301506		lncRNA	8	117387008	117408834	1		havana_tagene	NO_NAME_16641
ENSG00000297933		lncRNA	8	117472196	117520686	-1		havana_tagene	NO_NAME_16465
ENSG00000164758	MED30	protein_coding	8	117520710	117540262	1	MED30	ensembl_havana	MED30
ENSG00000239917	RPS10P16	unprocessed_pseudogene	8	117523271	117524061	-1	RPS10P16	havana	RPS10P16
ENSG00000307180		lncRNA	8	117639814	117663404	-1		havana_tagene	NO_NAME_16929
ENSG00000297002		lncRNA	8	117672847	117713624	-1		havana_tagene	NO_NAME_16391
ENSG00000302717		lncRNA	8	117764547	117769815	1		havana_tagene	NO_NAME_16703
ENSG00000182197	EXT1	protein_coding	8	117794490	118111826	-1	EXT1	ensembl_havana	EXT1
ENSG00000302479		lncRNA	8	117897635	117919182	1		havana_tagene	NO_NAME_16689
ENSG00000296719		lncRNA	8	118131818	118145387	-1		havana_tagene	NO_NAME_16373
ENSG00000177570	SAMD12	protein_coding	8	118189455	118622112	-1	SAMD12	ensembl_havana	SAMD12
ENSG00000225885		lncRNA	8	118281290	118400605	1		havana	NO_NAME_16894
ENSG00000306534		lncRNA	8	118340934	118356862	-1		havana_tagene	NO_NAME_16891
ENSG00000281641	SAMD12-AS1	lncRNA	8	118620498	118906164	1	SAMD12-AS1	havana	SAMD12-AS1
ENSG00000306504		lncRNA	8	118753594	118904226	-1		havana_tagene	NO_NAME_16890
ENSG00000242206	RPS26P35	processed_pseudogene	8	118761856	118762201	-1	RPS26P35	havana	RPS26P35
ENSG00000164761	TNFRSF11B	protein_coding	8	118923557	118952055	-1	TNFRSF11B	ensembl_havana	TNFRSF11B
ENSG00000207334	RNU6-12P	snRNA	8	118976513	118976619	1	RNU6-12P	ensembl	RNU6-12P
ENSG00000254247		processed_pseudogene	8	118982579	118982875	-1		havana	NO_NAME_15771
ENSG00000184374	COLEC10	protein_coding	8	118995452	119108455	1	COLEC10	ensembl_havana	COLEC10
ENSG00000254278		lncRNA	8	119062923	119068782	-1		havana	NO_NAME_16272
ENSG00000147676	MAL2	protein_coding	8	119165034	119249903	1	MAL2	ensembl_havana	MAL2
ENSG00000253972	MAL2-AS1	lncRNA	8	119214625	119246857	-1	MAL2-AS1	havana	MAL2-AS1
ENSG00000276479	MIR548AZ	miRNA	8	119325171	119325265	1	MIR548AZ	mirbase	MIR548AZ
ENSG00000286282		lncRNA	8	119350291	119416947	-1		havana_tagene	NO_NAME_15774
ENSG00000206776		snoRNA	8	119388348	119388469	1		ensembl	NO_NAME_15850
ENSG00000136999	CCN3	protein_coding	8	119416446	119424434	1	CCN3	ensembl_havana	CCN3
ENSG00000253398		lncRNA	8	119419910	119462350	-1		havana	NO_NAME_15783
ENSG00000293774		lncRNA	8	119479314	119480680	1		havana_tagene	NO_NAME_16225
ENSG00000254037		processed_pseudogene	8	119480279	119480775	-1		havana	NO_NAME_15795
ENSG00000136960	ENPP2	protein_coding	8	119557085	119673453	-1	ENPP2	ensembl_havana	ENPP2
ENSG00000253495	CYCSP23	processed_pseudogene	8	119618162	119618474	-1	CYCSP23	havana	CYCSP23
ENSG00000201896	RN7SKP153	misc_RNA	8	119711830	119712145	-1	RN7SKP153	ensembl	RN7SKP153
ENSG00000064313	TAF2	protein_coding	8	119730774	119832863	-1	TAF2	ensembl_havana	TAF2
ENSG00000310521		lncRNA	8	119832861	119869013	1		havana	NO_NAME_17107
ENSG00000136982	DSCC1	protein_coding	8	119833944	119855987	-1	DSCC1	ensembl_havana	DSCC1
ENSG00000279347		TEC	8	119838736	119840385	-1		havana	NO_NAME_15999
ENSG00000244642	RN7SL396P	misc_RNA	8	119862662	119862956	1	RN7SL396P	ensembl	RN7SL396P
ENSG00000245330	DEPTOR-AS1	lncRNA	8	119867419	119874582	-1	DEPTOR-AS1	havana	DEPTOR-AS1
ENSG00000155792	DEPTOR	protein_coding	8	119873717	120050918	1	DEPTOR	ensembl_havana	DEPTOR
ENSG00000202356	RNA5SP277	rRNA_pseudogene	8	119891132	119891229	-1	RNA5SP277	ensembl	RNA5SP277
ENSG00000254343		lncRNA	8	120052180	120056201	1		havana	NO_NAME_17108
ENSG00000187955	COL14A1	protein_coding	8	120059780	120373573	1	COL14A1	ensembl_havana	COL14A1
ENSG00000305179		lncRNA	8	120059964	120080650	-1		havana_tagene	NO_NAME_17109
ENSG00000172172	MRPL13	protein_coding	8	120380761	120445402	-1	MRPL13	ensembl_havana	MRPL13
ENSG00000172167	MTBP	protein_coding	8	120445400	120542133	1	MTBP	ensembl_havana	MTBP
ENSG00000172164	SNTB1	protein_coding	8	120535745	120813273	-1	SNTB1	ensembl_havana	SNTB1
ENSG00000250290	NCAPGP1	processed_pseudogene	8	120635558	120638204	-1	NCAPGP1	havana	NCAPGP1
ENSG00000305426		lncRNA	8	120731646	120756235	1		havana_tagene	NO_NAME_16839
ENSG00000248318	SNTB1-AS2	lncRNA	8	120761253	120776832	1	SNTB1-AS2	havana	SNTB1-AS2
ENSG00000272502	SNTB1-AS1	lncRNA	8	120812219	120813359	1	SNTB1-AS1	havana	SNTB1-AS1
ENSG00000302591		lncRNA	8	120826830	120868888	1		havana_tagene	NO_NAME_16693
ENSG00000253619		lncRNA	8	120913065	121119754	1		havana	NO_NAME_15772
ENSG00000309033		lncRNA	8	120935510	120936539	1		havana_tagene	NO_NAME_17031
ENSG00000271219		processed_pseudogene	8	121113358	121113919	-1		havana	NO_NAME_15787
ENSG00000294187		lncRNA	8	121140049	121145077	-1		havana_tagene	NO_NAME_16247
ENSG00000307799		lncRNA	8	121158771	121162188	-1		havana_tagene	NO_NAME_16957
ENSG00000302156		lncRNA	8	121231778	121531779	1		havana_tagene	NO_NAME_16665
ENSG00000302196		lncRNA	8	121369103	121384730	-1		havana_tagene	NO_NAME_16670
ENSG00000239872	RPL35AP19	processed_pseudogene	8	121380137	121380465	-1	RPL35AP19	havana	RPL35AP19
ENSG00000302180		lncRNA	8	121386390	121430460	-1		havana_tagene	NO_NAME_16667
ENSG00000302216		lncRNA	8	121444308	121454681	-1		havana_tagene	NO_NAME_16671
ENSG00000170961	HAS2	protein_coding	8	121612116	121641440	-1	HAS2	ensembl_havana	HAS2
ENSG00000248690	HAS2-AS1	lncRNA	8	121639293	121994185	1	HAS2-AS1	havana	HAS2-AS1
ENSG00000295139		lncRNA	8	121642199	121643229	-1		havana_tagene	NO_NAME_16291
ENSG00000254209	LINC02855	lncRNA	8	121668900	121697626	-1	LINC02855	havana	LINC02855
ENSG00000254303		lncRNA	8	121931952	122127184	-1		havana	NO_NAME_16568
ENSG00000300354		lncRNA	8	121949131	121949696	1		havana_tagene	NO_NAME_16572
ENSG00000300333		lncRNA	8	121962940	121964897	-1		havana_tagene	NO_NAME_16570
ENSG00000253814	MRPS36P3	processed_pseudogene	8	122091480	122091609	1	MRPS36P3	havana	MRPS36P3
ENSG00000306590		lncRNA	8	122170413	122224525	1		havana_tagene	NO_NAME_16897
ENSG00000305932		lncRNA	8	122244010	122244860	-1		havana_tagene	NO_NAME_16864
ENSG00000305599		lncRNA	8	122338691	122379466	-1		havana_tagene	NO_NAME_16850
ENSG00000255364	SMILR	lncRNA	8	122414332	122428551	-1	SMILR	havana	SMILR
ENSG00000253819	LINC01151	lncRNA	8	122485194	122733804	-1	LINC01151	havana_tagene	LINC01151
ENSG00000238901		snoRNA	8	122671291	122671394	1		ensembl	NO_NAME_16220
ENSG00000235165	CDK5P1	processed_pseudogene	8	122769274	122770150	1	CDK5P1	havana	CDK5P1
ENSG00000272384	ZHX2-AS1	lncRNA	8	122777872	122781628	-1	ZHX2-AS1	havana	ZHX2-AS1
ENSG00000272043		lncRNA	8	122780145	122781162	1		havana	NO_NAME_16482
ENSG00000178764	ZHX2	protein_coding	8	122781311	122974514	1	ZHX2	ensembl_havana	ZHX2
ENSG00000301099		lncRNA	8	122782267	122782531	-1		havana_tagene	NO_NAME_16613
ENSG00000301077		lncRNA	8	122783962	122789210	1		havana_tagene	NO_NAME_16612
ENSG00000253372		lncRNA	8	122807746	122816517	1		havana	NO_NAME_16221
ENSG00000259631		lncRNA	8	122977026	122985629	-1		havana	NO_NAME_15816
ENSG00000297235		lncRNA	8	122979952	122981263	1		havana_tagene	NO_NAME_16414
ENSG00000253607		lncRNA	8	123002560	123030751	1		havana	NO_NAME_15819
ENSG00000136986	DERL1	protein_coding	8	123013170	123042406	-1	DERL1	ensembl_havana	DERL1
ENSG00000156787	TBC1D31	protein_coding	8	123041968	123152154	1	TBC1D31	ensembl_havana	TBC1D31
ENSG00000253463	HMGB1P19	processed_pseudogene	8	123123106	123123682	1	HMGB1P19	havana	HMGB1P19
ENSG00000287657		lncRNA	8	123157720	123165174	1		havana_tagene	NO_NAME_16432
ENSG00000147689	FAM83A	protein_coding	8	123178960	123210079	1	FAM83A	ensembl_havana	FAM83A
ENSG00000221461		snoRNA	8	123180310	123180525	-1	U3	ensembl	NO_NAME_16003
ENSG00000253258	FAM83A-AS2	lncRNA	8	123181638	123182788	-1	FAM83A-AS2	havana	FAM83A-AS2
ENSG00000253410		transcribed_processed_pseudogene	8	123192875	123192932	1		havana	NO_NAME_16004
ENSG00000204949	FAM83A-AS1	lncRNA	8	123193501	123202743	-1	FAM83A-AS1	havana	FAM83A-AS1
ENSG00000266324	MIR4663	miRNA	8	123215788	123215863	-1	MIR4663	mirbase	MIR4663
ENSG00000189376	C8orf76	protein_coding	8	123219967	123241384	-1	C8orf76	ensembl_havana	C8orf76
ENSG00000259305	ZHX1-C8orf76	protein_coding	8	123226189	123274284	-1	ZHX1-C8orf76	havana	ZHX1-C8orf76
ENSG00000243498	UBA52P5	processed_pseudogene	8	123236852	123237062	1	UBA52P5	havana	UBA52P5
ENSG00000309767		lncRNA	8	123241437	123256211	1		havana_tagene	NO_NAME_17063
ENSG00000165156	ZHX1	protein_coding	8	123248451	123275541	-1	ZHX1	ensembl_havana	ZHX1
ENSG00000222607	RNU6-628P	snRNA	8	123262843	123262949	1	RNU6-628P	ensembl	RNU6-628P
ENSG00000309745		lncRNA	8	123274711	123316617	1		havana_tagene	NO_NAME_17303
ENSG00000253336		processed_pseudogene	8	123288355	123290503	1		havana	NO_NAME_16005
ENSG00000156802	ATAD2	protein_coding	8	123319850	123416350	-1	ATAD2	ensembl_havana	ATAD2
ENSG00000252297	RNU6-875P	snRNA	8	123342414	123342519	1	RNU6-875P	ensembl	RNU6-875P
ENSG00000283172	MIR548D1	miRNA	8	123348034	123348130	-1	MIR548D1	mirbase	MIR548D1
ENSG00000207704	MIR548AA1	miRNA	8	123348034	123348130	1	MIR548AA1	mirbase	MIR548AA1
ENSG00000254388	DUTP2	processed_pseudogene	8	123352181	123352643	1	DUTP2	havana	DUTP2
ENSG00000254294	IMPDH1P6	processed_pseudogene	8	123400582	123402095	1	IMPDH1P6	havana	IMPDH1P6
ENSG00000156795	NTAQ1	protein_coding	8	123416723	123470028	1	NTAQ1	ensembl_havana	NTAQ1
ENSG00000278374		snRNA	8	123454981	123455107	-1	U4	ensembl	NO_NAME_17306
ENSG00000156804	FBXO32	protein_coding	8	123497889	123541273	-1	FBXO32	ensembl_havana	FBXO32
ENSG00000254113		lncRNA	8	123563070	123568762	-1		havana	NO_NAME_17307
ENSG00000251840	RN7SKP155	misc_RNA	8	123588759	123589046	1	RN7SKP155	ensembl	RN7SKP155
ENSG00000308850		lncRNA	8	123601195	123614133	-1		havana_tagene	NO_NAME_17304
ENSG00000253286		lncRNA	8	123613874	123719488	1		havana	NO_NAME_17308
ENSG00000175946	KLHL38	protein_coding	8	123644442	123653801	-1	KLHL38	ensembl_havana	KLHL38
ENSG00000308833		lncRNA	8	123658168	123672924	-1		havana_tagene	NO_NAME_17305
ENSG00000104537	ANXA13	protein_coding	8	123680794	123737414	-1	ANXA13	ensembl_havana	ANXA13
ENSG00000176853	FAM91A1	protein_coding	8	123768439	123815452	1	FAM91A1	ensembl_havana	FAM91A1
ENSG00000214814	FER1L6	protein_coding	8	123851987	124120061	1	FER1L6	havana	FER1L6
ENSG00000308109		lncRNA	8	123856768	123858546	-1		havana_tagene	NO_NAME_16976
ENSG00000254000		lncRNA	8	123924759	123925933	-1		havana	NO_NAME_15759
ENSG00000181171	FER1L6-AS1	lncRNA	8	123984138	124040782	-1	FER1L6-AS1	havana	FER1L6-AS1
ENSG00000254249		lncRNA	8	124036010	124040468	-1		havana	NO_NAME_15814
ENSG00000253868	FER1L6-AS2	lncRNA	8	124044395	124171529	-1	FER1L6-AS2	havana	FER1L6-AS2
ENSG00000250727		processed_pseudogene	8	124141888	124143512	1		havana	NO_NAME_15777
ENSG00000253885	ARF1P3	processed_pseudogene	8	124151923	124152433	1	ARF1P3	havana	ARF1P3
ENSG00000214803		lncRNA	8	124192671	124247398	-1		havana	NO_NAME_16098
ENSG00000206724	RNU6-756P	snRNA	8	124260646	124260752	1	RNU6-756P	ensembl	RNU6-756P
ENSG00000253227		lncRNA	8	124271661	124287969	1		havana_tagene	NO_NAME_16360
ENSG00000237586		processed_pseudogene	8	124301315	124301804	1		havana	NO_NAME_15929
ENSG00000164983	TMEM65	protein_coding	8	124306189	124372701	-1	TMEM65	ensembl_havana	TMEM65
ENSG00000183665	TRMT12	protein_coding	8	124450820	124462150	1	TRMT12	ensembl_havana	TRMT12
ENSG00000245149	RNF139-DT	lncRNA	8	124462485	124474616	-1	RNF139-DT	havana	RNF139-DT
ENSG00000170881	RNF139	protein_coding	8	124474866	124488618	1	RNF139	ensembl_havana	RNF139
ENSG00000147687	TATDN1	protein_coding	8	124488485	124539458	-1	TATDN1	ensembl_havana	TATDN1
ENSG00000253106		lncRNA	8	124488510	124491643	1		havana	NO_NAME_16217
ENSG00000301476		lncRNA	8	124492019	124493330	1		havana_tagene	NO_NAME_16638
ENSG00000284087	MIR6844	miRNA	8	124508515	124508576	-1	MIR6844	mirbase	MIR6844
ENSG00000147684	NDUFB9	protein_coding	8	124539101	124580648	1	NDUFB9	ensembl_havana	NDUFB9
ENSG00000170873	MTSS1	protein_coding	8	124550776	124728775	-1	MTSS1	ensembl_havana	MTSS1
ENSG00000301458		lncRNA	8	124610503	124613475	1		havana_tagene	NO_NAME_16635
ENSG00000305490		lncRNA	8	124728661	124767248	1		havana_tagene	NO_NAME_16845
ENSG00000305223		lncRNA	8	124772027	124772256	-1		havana_tagene	NO_NAME_16827
ENSG00000255491		lncRNA	8	124811042	124857516	-1		havana	NO_NAME_17045
ENSG00000263735	MIR4662B	miRNA	8	124821978	124822058	-1	MIR4662B	mirbase	MIR4662B
ENSG00000283609	MIR4662A	miRNA	8	124821985	124822051	1	MIR4662A	mirbase	MIR4662A
ENSG00000249816	LINC00964	lncRNA	8	124823702	124962531	1	LINC00964	havana	LINC00964
ENSG00000299036		lncRNA	8	124892527	124895385	-1		havana_tagene	NO_NAME_16516
ENSG00000299007		lncRNA	8	124900219	124906965	-1		havana_tagene	NO_NAME_16511
ENSG00000250428	MRS2P1	processed_pseudogene	8	124920428	124922076	1	MRS2P1	havana	MRS2P1
ENSG00000255313		lncRNA	8	124935804	124943765	-1		havana	NO_NAME_16518
ENSG00000286955		lncRNA	8	124940041	124941909	-1		havana_tagene	NO_NAME_16094
ENSG00000180938	ZNF572	protein_coding	8	124973265	124979389	1	ZNF572	ensembl_havana	ZNF572
ENSG00000253513	SQLE-DT	lncRNA	8	124996982	124998286	-1	SQLE-DT	havana	SQLE-DT
ENSG00000104549	SQLE	protein_coding	8	124998467	125022287	1	SQLE	ensembl_havana	SQLE
ENSG00000164961	WASHC5	protein_coding	8	125024260	125091819	-1	WASHC5	ensembl_havana	WASHC5
ENSG00000253167	WASHC5-AS1	lncRNA	8	125040684	125044989	1	WASHC5-AS1	havana	WASHC5-AS1
ENSG00000156831	NSMCE2	protein_coding	8	125091673	125367729	1	NSMCE2	ensembl_havana	NSMCE2
ENSG00000242170	RN7SL329P	misc_RNA	8	125270604	125270902	1	RN7SL329P	ensembl	RN7SL329P
ENSG00000254431		lncRNA	8	125345191	125386339	-1		havana	NO_NAME_16738
ENSG00000309211		lncRNA	8	125387036	125394054	1		havana_tagene	NO_NAME_17041
ENSG00000309230		lncRNA	8	125388268	125390768	-1		havana_tagene	NO_NAME_17042
ENSG00000297565		lncRNA	8	125417883	125421608	1		havana_tagene	NO_NAME_16438
ENSG00000298859		lncRNA	8	125426564	125430006	-1		havana_tagene	NO_NAME_16503
ENSG00000173334	TRIB1	protein_coding	8	125430358	125438403	1	TRIB1	ensembl_havana	TRIB1
ENSG00000304067		lncRNA	8	125447266	125453553	1		havana_tagene	NO_NAME_16761
ENSG00000253111	TRIB1AL	lncRNA	8	125466939	125541850	1	TRIB1AL	havana	TRIB1AL
ENSG00000302425		lncRNA	8	125544554	125614001	1		havana_tagene	NO_NAME_16683
ENSG00000286122	LINC02964	lncRNA	8	125648231	126008930	1	LINC02964	havana	LINC02964
ENSG00000253470		lncRNA	8	125749045	125750275	-1		havana	NO_NAME_16878
ENSG00000245164	LINC00861	lncRNA	8	125859721	126292788	-1	LINC00861	havana	LINC00861
ENSG00000206695	RNU6-442P	snRNA	8	125900951	125901054	1	RNU6-442P	ensembl	RNU6-442P
ENSG00000253651	SOD1P3	processed_pseudogene	8	125951861	125952314	-1	SOD1P3	havana	SOD1P3
ENSG00000294748		lncRNA	8	125972278	125972876	1		havana_tagene	NO_NAME_16268
ENSG00000254227		lncRNA	8	125998994	126001001	-1		havana	NO_NAME_15817
ENSG00000250563	KNOP1P5	processed_pseudogene	8	126072587	126074231	1	KNOP1P5	havana	KNOP1P5
ENSG00000253841		processed_pseudogene	8	126073046	126073532	-1		havana	NO_NAME_15821
ENSG00000302796		lncRNA	8	126074377	126093129	-1		havana_tagene	NO_NAME_16707
ENSG00000248720	RFPL4AP5	processed_pseudogene	8	126174186	126175014	-1	RFPL4AP5	havana	RFPL4AP5
ENSG00000244791		lncRNA	8	126325454	126329538	1		havana_tagene	NO_NAME_17044
ENSG00000253427		lncRNA	8	126474121	126492725	1		havana	NO_NAME_16812
ENSG00000253220		lncRNA	8	126497327	126500440	1		havana	NO_NAME_16409
ENSG00000207138	RNU6-869P	snRNA	8	126504763	126504869	1	RNU6-869P	ensembl	RNU6-869P
ENSG00000253530		lncRNA	8	126506326	126522360	1		havana	NO_NAME_16021
ENSG00000168672	LRATD2	protein_coding	8	126552443	126558478	-1	LRATD2	ensembl_havana	LRATD2
ENSG00000253438	PCAT1	lncRNA	8	126556323	127419050	1	PCAT1	havana	PCAT1
ENSG00000296584		lncRNA	8	126560478	126572295	-1		havana_tagene	NO_NAME_16365
ENSG00000253543		processed_pseudogene	8	126582631	126583006	-1		havana	NO_NAME_16022
ENSG00000296564		lncRNA	8	126618281	126639193	-1		havana_tagene	NO_NAME_16364
ENSG00000212451	RNU11-4P	snRNA	8	126671522	126671654	1	RNU11-4P	ensembl	RNU11-4P
ENSG00000296602		lncRNA	8	126713320	126714020	-1		havana_tagene	NO_NAME_16366
ENSG00000253573		lncRNA	8	126766161	126847016	-1		havana	NO_NAME_16362
ENSG00000254166	CASC19	lncRNA	8	127072694	127227541	-1	CASC19	havana	CASC19
ENSG00000282961	PRNCR1	lncRNA	8	127079874	127092600	1	PRNCR1	havana	PRNCR1
ENSG00000224722		processed_pseudogene	8	127086263	127087510	-1		havana	NO_NAME_16023
ENSG00000287781		lncRNA	8	127252941	127282226	-1		havana_tagene	NO_NAME_17249
ENSG00000309748		lncRNA	8	127272936	127273280	1		havana_tagene	NO_NAME_17250
ENSG00000246228	CASC8	lncRNA	8	127289667	127482139	-1	CASC8	havana	CASC8
ENSG00000271509		processed_pseudogene	8	127292233	127292440	1		havana	NO_NAME_16024
ENSG00000212993	POU5F1B	protein_coding	8	127322183	127420066	1	POU5F1B	havana	POU5F1B
ENSG00000280997	CCAT2	lncRNA	8	127400399	127402150	1	CCAT2	havana	CCAT2
ENSG00000286266		lncRNA	8	127578473	127636867	1		havana	NO_NAME_15815
ENSG00000286010		lncRNA	8	127629675	127671017	-1		havana	NO_NAME_17217
ENSG00000249375	CASC11	lncRNA	8	127686343	127739022	-1	CASC11	havana	CASC11
ENSG00000136997	MYC	protein_coding	8	127735434	127742951	1	MYC	ensembl_havana	MYC
ENSG00000308490		lncRNA	8	127754543	127761878	1		havana_tagene	NO_NAME_17218
ENSG00000249859	PVT1	lncRNA	8	127794513	128188202	1	PVT1	havana	PVT1
ENSG00000283710	MIR1204	miRNA	8	127795962	127796028	1	MIR1204	mirbase	MIR1204
ENSG00000278324		misc_RNA	8	127890626	127890720	1		ensembl	NO_NAME_15858
ENSG00000280055	LINC02912	lncRNA	8	127946559	127948723	-1	LINC02912	ensembl_havana	LINC02912
ENSG00000221771	MIR1205	miRNA	8	127960633	127960695	1	MIR1205	mirbase	MIR1205
ENSG00000310067		lncRNA	8	127988950	127997040	-1		havana_tagene	NO_NAME_17219
ENSG00000207110	RNVU1-32	snRNA	8	127999131	127999294	1	RNVU1-32	ensembl	RNVU1-32
ENSG00000283200	MIR1206	miRNA	8	128008898	128008956	1	MIR1206	mirbase	MIR1206
ENSG00000278275		transcribed_processed_pseudogene	8	128009551	128011938	-1		havana	NO_NAME_15859
ENSG00000222501	RNU4-25P	snRNA	8	128010382	128010611	-1	RNU4-25P	ensembl	RNU4-25P
ENSG00000221176	MIR1207	miRNA	8	128049152	128049238	1	MIR1207	mirbase	MIR1207
ENSG00000309986		lncRNA	8	128106716	128119442	-1		havana_tagene	NO_NAME_17220
ENSG00000310100		lncRNA	8	128140560	128142461	-1		havana_tagene	NO_NAME_17221
ENSG00000309955		lncRNA	8	128148990	128168626	-1		havana_tagene	NO_NAME_17222
ENSG00000221261	MIR1208	miRNA	8	128150116	128150188	1	MIR1208	mirbase	MIR1208
ENSG00000310127		lncRNA	8	128156750	128156921	1		havana_tagene	NO_NAME_17223
